AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,2580426.755,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,829622.1498,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Caña de azúcar,12980.06563,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Caña de azúcar,12956.62783,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Caña de azúcar,80171.71185,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Caña de azúcar,79535.25268,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Caña de azúcar,936222.3975,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Caña de azúcar,6837496.646,Toneladas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,260516.1526,Hectáreas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,244362.5392,Hectáreas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,61458.0636,Hectáreas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,60755.51074,Hectáreas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,459468.1409,Toneladas
Estado de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,162028.7699,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Arroz,0,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Arroz,0,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Arroz,2710.17357,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Arroz,2645.08017,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Arroz,0,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Arroz,20720.8956,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,295464.1623,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,252769.8657,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,154667.4274,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,153625.2733,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,974013.2053,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,1288385.423,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Aguacate,128838.1468,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Aguacate,123345.5661,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Aguacate,42687.36055,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Aguacate,40960.41092,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Aguacate,1329348.488,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Aguacate,388666.7061,Toneladas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Caña de azúcar,867.458705,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Caña de azúcar,850.315705,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Caña de azúcar,11457.2398,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Caña de azúcar,11297.99232,Hectáreas
Michoacán,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Caña de azúcar,48194.1704,Toneladas
